gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx1250,256,32,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,5,7.2444,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0104,97.27,3116.5
gfx1250,256,32,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,7,5.7709,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0052,39.25,1269.07
gfx1250,256,32,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4922,auto,0.0,5.6,220.66
gfx1250,256,32,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4612,auto,0.0,18.43,618.02
gfx1250,256,32,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,10.6639,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.01,132.15,4191.3
gfx1250,256,32,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,7.5042,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0041,60.36,1938.78
gfx1250,256,32,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.3903,auto,0.0,37.35,1246.21
gfx1250,256,32,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.5268,auto,0.0,53.98,1764.72
gfx1250,256,32,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.4721,auto,0.0,83.17,2664.88
gfx1250,256,32,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.7045,auto,0.0,120.41,3818.66
gfx1250,256,32,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.9249,auto,0.0,139.16,4401.06
gfx1250,256,32,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.0977,auto,0.0,160.83,5067.29
gfx1250,256,32,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.2255,auto,0.0,182.59,5752.98
gfx1250,256,32,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.4454,auto,0.0,304.62,9579.77
gfx1250,256,32,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,27.5013,auto,0.0,341.63,10740.25
gfx1250,256,32,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,58.8963,auto,0.0,319.04,10022.41
gfx1250,256,64,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,13,4.7446,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0117,2.32,229.96
gfx1250,256,64,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,10,4.6918,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0098,4.69,269.54
gfx1250,256,64,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20014,10,4.7277,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_p3w2,0.0107,24.84,585.68
gfx1250,256,64,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,5,6.9317,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0096,76.24,1334.27
gfx1250,256,64,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,7.1808,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0096,114.48,1932.55
gfx1250,256,64,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.5863,auto,0.0,5.49,132.18
gfx1250,256,64,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,9.1037,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0103,154.8,2541.19
gfx1250,256,64,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20273,4,5.9356,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0046,76.32,1275.26
gfx1250,256,64,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.9098,auto,0.0,10.25,243.6
gfx1250,256,64,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,20179,3,5.841,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x128x128_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0012,34.47,617.1
gfx1250,256,64,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20273,5,11.9668,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0104,235.53,3789.73
gfx1250,256,64,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20291,3,8.4366,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0041,107.39,1771.12
gfx1250,256,64,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.1084,auto,0.0,65.92,1169.44
gfx1250,256,64,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.3628,auto,0.0,110.74,1890.03
gfx1250,256,64,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.6123,auto,0.0,163.64,2686.18
gfx1250,256,64,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.642,auto,0.0,222.95,3587.32
gfx1250,256,64,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,15.239,auto,0.0,254.32,4069.39
gfx1250,256,64,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.1535,auto,0.0,296.37,4707.19
gfx1250,256,64,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20341,3,21.2299,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x256x128_2x1_16x16x32_0x0x0_c1x3_p3w1,0.0084,365.1,5798.87
gfx1250,256,64,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,38.0611,auto,0.0,407.3,6444.93
gfx1250,256,64,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,53.9067,auto,0.0,348.57,5512.12
gfx1250,256,64,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,112.4886,auto,0.0,334.09,5274.87
gfx1250,256,512,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,8.7307,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0106,10.09,861.83
gfx1250,256,512,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,12,9.2012,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0109,19.15,837.79
gfx1250,256,512,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,5,8.5545,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0107,109.83,1087.86
gfx1250,256,512,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20395,6,11.9772,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x128_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0107,352.99,1351.52
gfx1250,256,512,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20381,2,17.1842,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0061,382.72,1228.02
gfx1250,256,512,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.0241,auto,0.0,40.07,417.42
gfx1250,256,512,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20417,1,21.8335,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x256_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,516.38,1416.77
gfx1250,256,512,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20525,3,11.7456,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0041,308.53,937.38
gfx1250,256,512,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.1421,auto,0.0,65.56,661.54
gfx1250,256,512,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,20525,0,9.627,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0,167.3,707.98
gfx1250,256,512,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,2,31.8804,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.006,707.29,1710.33
gfx1250,256,512,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,0,17.5188,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,413.71,1167.16
gfx1250,256,512,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,20435,0,13.0551,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x128x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0,246.74,1003.99
gfx1250,256,512,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,1,15.6586,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,360.0,1222.11
gfx1250,256,512,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,0,20.2882,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,555.71,1524.68
gfx1250,256,512,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,0,30.5477,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,738.14,1784.94
gfx1250,256,512,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,0,38.3228,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,809.03,1884.54
gfx1250,256,512,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,0,69.7051,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0,889.58,1966.88
gfx1250,256,512,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20557,3,84.4345,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x3_p3w1,0.0084,734.4,1623.76
gfx1250,256,512,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,187.8411,auto,0.0,660.22,1420.68
gfx1250,256,512,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,218.987,auto,0.0,686.45,1470.01
gfx1250,256,512,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,422.3545,auto,0.0,711.84,1506.99
gfx1250,256,1,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,22.9227,auto,0.0,7.78,7781.76
gfx1250,256,2,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.155,auto,0.0,15.4,7705.39
gfx1250,256,4,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.3131,auto,0.0,30.6,7656.5
gfx1250,256,8,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.6091,auto,0.0,60.43,7567.15
gfx1250,256,16,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.2316,auto,0.0,113.09,7092.98
gfx1250,256,32,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.7443,auto,0.0,213.39,6715.25
gfx1250,256,64,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,34.4654,auto,0.0,331.17,5247.28
gfx1250,256,128,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,57.4011,auto,0.0,397.68,3194.35
gfx1250,256,256,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,99.7044,auto,0.0,457.9,1889.38
gfx1250,256,512,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,164.6082,auto,0.0,554.71,1205.4
gfx1250,256,1024,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,298.8241,auto,0.0,611.13,731.19
gfx1250,256,2048,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,571.7798,auto,0.0,638.78,452.37
gfx1250,256,4096,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1124.254,auto,0.0,649.75,301.51
gfx1250,256,8192,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2237.2325,auto,0.0,653.02,223.31
gfx1250,256,16384,12440,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4958.5079,auto,0.0,589.27,165.54
gfx950,256,1,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,291,7,6.0776,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x6_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0212,2.11,2116.16
gfx950,256,2,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,307,7,6.0704,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x7_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0184,4.23,2121.33
gfx950,256,4,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,275,7,6.0958,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x5_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0184,8.43,2117.78
gfx950,256,8,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,291,7,6.2216,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x6_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0188,16.52,2085.33
gfx950,256,16,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,307,7,6.5003,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x7_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0183,31.62,2015.77
gfx950,256,32,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2091,8,7.1501,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x8_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0213,57.49,1868.67
gfx950,256,48,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4744,8,7.9705,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x7_ks8_w4x1x1_bias0_ktail0_gm0_pft_gfx950,0.0205,77.36,1708.7
gfx950,256,64,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4611,8,8.6552,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x5_ks8_w4x1x1_bias0_ktail0_gm0_pft_gfx950,0.0214,94.98,1603.34
gfx950,256,128,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2050,4,11.37,flydsl_hgemm_abf16_wbf16_bf16_t32x32x128x4_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0137,144.61,1311.3
gfx950,256,256,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4015,4,15.2528,flydsl_hgemm_abf16_wbf16_bf16_t64x32x128x3_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0142,215.59,1112.83
gfx950,256,512,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,21.9749,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0106,299.28,960.3
gfx950,256,1024,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.9854,native,0.0,470.01,1049.12
gfx950,256,2048,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,50.4335,native,0.0,521.61,909.62
gfx950,256,4096,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,77.0759,flydsl_hgemm_abf16_wbf16_bf16_t128x128x128x2_ks1_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.0,682.62,1023.74
gfx950,256,8192,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,108.4399,native,0.0,970.37,1336.83
gfx950,256,16384,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,168.4662,native,0.0,1249.23,1644.76
gfx950,256,32768,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,325.8305,native,0.0,1291.8,1661.38
gfx950,256,1,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,82.9714,native,0.0,6.19,6193.56
gfx950,256,2,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,4,85.2097,flydsl_hgemm_abf16_wbf16_bf16_t16x128x64x5_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0184,12.06,6031.88
gfx950,256,4,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,354,4,85.868,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x2_ks4_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0254,23.93,5987.64
gfx950,256,8,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,112,4,85.5868,flydsl_hgemm_abf16_wbf16_bf16_t16x128x64x8_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0186,48.03,6011.33
gfx950,256,16,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,82,4,85.9572,flydsl_hgemm_abf16_wbf16_bf16_t16x128x64x3_ks4_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0181,95.64,5993.43
gfx950,256,32,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,563,4,87.5974,flydsl_hgemm_abf16_wbf16_bf16_t32x128x128x3_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0177,187.7,5896.92
gfx950,256,48,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2066,4,95.6056,flydsl_hgemm_abf16_wbf16_bf16_t64x128x128x3_ks4_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0175,257.96,5417.37
gfx950,256,64,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3262,2,108.5175,flydsl_hgemm_abf16_wbf16_bf16_t64x64x64x6_ks2_w2x4x1_bias0_ktail0_gm0_pft_gfx950,0.0087,303.02,4785.47
gfx950,256,128,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,606,4,147.8768,flydsl_hgemm_abf16_wbf16_bf16_t128x64x64x5_ks4_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0175,444.74,3548.98
gfx950,256,256,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,117,1,312.004,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x5_ks1_w4x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,421.58,1717.36
gfx950,256,512,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,45,1,318.9959,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x4_ks1_w2x2x2_bias0_ktail0_gm0_pft_gfx950,0.0086,824.67,1748.74
gfx950,256,1024,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,326,1,903.7508,flydsl_hgemm_abf16_wbf16_bf16_t64x128x64x2_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,582.17,665.98
gfx950,256,2048,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,724.5066,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1452.39,952.32
gfx950,256,4096,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,1420.5601,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1481.48,609.71
gfx950,256,8192,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2909.6195,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1446.6,418.76
gfx950,256,16384,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,5418.9996,native,0.0,1553.45,354.88
gfx950,256,32768,7168,35840,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,11074.028,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1520.34,300.92
